Gender,Quintile,Residence,Total_Quintile,Total_Gender,Total_Residence,Countries_and_areas
Male,Richest_Wealth_quintile,Rural_Residence,14,40,51,Senegal
Female,Richest_Wealth_quintile,Urban_Residence,14,38,20,Senegal
Female,Richest_Wealth_quintile,Rural_Residence,14,38,51,Senegal
Male,Poorest_Wealth_quintile,Urban_Residence,0,1,0,Serbia
Male,Poorest_Wealth_quintile,Rural_Residence,0,1,1,Serbia
Female,Poorest_Wealth_quintile,Urban_Residence,0,0,0,Serbia
Female,Poorest_Wealth_quintile,Rural_Residence,0,0,1,Serbia
Male,Second_Wealth_quintile,Urban_Residence,3,1,0,Serbia
Male,Second_Wealth_quintile,Rural_Residence,3,1,1,Serbia
Female,Second_Wealth_quintile,Urban_Residence,3,0,0,Serbia
Female,Second_Wealth_quintile,Rural_Residence,3,0,1,Serbia
Male,Middle_Wealth_quintile,Urban_Residence,0,1,0,Serbia
Male,Middle_Wealth_quintile,Rural_Residence,0,1,1,Serbia
Female,Middle_Wealth_quintile,Urban_Residence,0,0,0,Serbia
Female,Middle_Wealth_quintile,Rural_Residence,0,0,1,Serbia
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,0,Serbia
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Serbia
Female,Fourth_Wealth_quintile,Urban_Residence,0,0,0,Serbia
Female,Fourth_Wealth_quintile,Rural_Residence,0,0,1,Serbia
Male,Richest_Wealth_quintile,Urban_Residence,0,1,0,Serbia
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Serbia
Female,Richest_Wealth_quintile,Urban_Residence,0,0,0,Serbia
Female,Richest_Wealth_quintile,Rural_Residence,0,0,1,Serbia
Male,Poorest_Wealth_quintile,Urban_Residence,34,20,8,Sierra Leone
Male,Poorest_Wealth_quintile,Rural_Residence,34,20,24,Sierra Leone
Female,Poorest_Wealth_quintile,Urban_Residence,34,15,8,Sierra Leone
Female,Poorest_Wealth_quintile,Rural_Residence,34,15,24,Sierra Leone
Male,Second_Wealth_quintile,Urban_Residence,22,20,8,Sierra Leone
Male,Second_Wealth_quintile,Rural_Residence,22,20,24,Sierra Leone
Female,Second_Wealth_quintile,Urban_Residence,22,15,8,Sierra Leone
Female,Second_Wealth_quintile,Rural_Residence,22,15,24,Sierra Leone
Male,Middle_Wealth_quintile,Urban_Residence,14,20,8,Sierra Leone
Male,Middle_Wealth_quintile,Rural_Residence,14,20,24,Sierra Leone
Female,Middle_Wealth_quintile,Urban_Residence,14,15,8,Sierra Leone
Female,Middle_Wealth_quintile,Rural_Residence,14,15,24,Sierra Leone
Male,Fourth_Wealth_quintile,Urban_Residence,9,20,8,Sierra Leone
Male,Fourth_Wealth_quintile,Rural_Residence,9,20,24,Sierra Leone
Female,Fourth_Wealth_quintile,Urban_Residence,9,15,8,Sierra Leone
Female,Fourth_Wealth_quintile,Rural_Residence,9,15,24,Sierra Leone
Male,Richest_Wealth_quintile,Urban_Residence,6,20,8,Sierra Leone
Male,Richest_Wealth_quintile,Rural_Residence,6,20,24,Sierra Leone
Female,Richest_Wealth_quintile,Urban_Residence,6,15,8,Sierra Leone
Female,Richest_Wealth_quintile,Rural_Residence,6,15,24,Sierra Leone
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,1,South Africa
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,South Africa
Female,Poorest_Wealth_quintile,Urban_Residence,2,1,1,South Africa
Female,Poorest_Wealth_quintile,Rural_Residence,2,1,1,South Africa
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,1,South Africa
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,1,South Africa
Male,Richest_Wealth_quintile,Urban_Residence,0,1,1,South Africa
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,South Africa
Female,Richest_Wealth_quintile,Urban_Residence,0,1,1,South Africa
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,South Africa
Male,Poorest_Wealth_quintile,Urban_Residence,86,70,56,South Sudan
Male,Poorest_Wealth_quintile,Rural_Residence,86,70,78,South Sudan
Female,Poorest_Wealth_quintile,Urban_Residence,86,75,56,South Sudan
Female,Poorest_Wealth_quintile,Rural_Residence,86,75,78,South Sudan
Male,Second_Wealth_quintile,Urban_Residence,84,70,56,South Sudan
Male,Second_Wealth_quintile,Rural_Residence,84,70,78,South Sudan
Female,Second_Wealth_quintile,Urban_Residence,84,75,56,South Sudan
Female,Second_Wealth_quintile,Rural_Residence,84,75,78,South Sudan
Male,Middle_Wealth_quintile,Urban_Residence,77,70,56,South Sudan
Male,Middle_Wealth_quintile,Rural_Residence,77,70,78,South Sudan
Female,Middle_Wealth_quintile,Urban_Residence,77,75,56,South Sudan
Female,Middle_Wealth_quintile,Rural_Residence,77,75,78,South Sudan
Male,Fourth_Wealth_quintile,Urban_Residence,65,70,56,South Sudan
Male,Fourth_Wealth_quintile,Rural_Residence,65,70,78,South Sudan
Female,Fourth_Wealth_quintile,Urban_Residence,65,75,56,South Sudan
Female,Fourth_Wealth_quintile,Rural_Residence,65,75,78,South Sudan
Male,Richest_Wealth_quintile,Urban_Residence,44,70,56,South Sudan
Male,Richest_Wealth_quintile,Rural_Residence,44,70,78,South Sudan
Female,Richest_Wealth_quintile,Urban_Residence,44,75,56,South Sudan
Female,Richest_Wealth_quintile,Rural_Residence,44,75,78,South Sudan
Male,Poorest_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Male,Poorest_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Female,Poorest_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Female,Poorest_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Male,Second_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Male,Second_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Female,Second_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Female,Second_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Male,Middle_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Male,Middle_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Female,Middle_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Female,Middle_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Male,Fourth_Wealth_quintile,Urban_Residence,3,2,3,Sri Lanka
Male,Fourth_Wealth_quintile,Rural_Residence,3,2,2,Sri Lanka
Female,Fourth_Wealth_quintile,Urban_Residence,3,2,3,Sri Lanka
Female,Fourth_Wealth_quintile,Rural_Residence,3,2,2,Sri Lanka
Male,Richest_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Male,Richest_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Female,Richest_Wealth_quintile,Urban_Residence,2,2,3,Sri Lanka
Female,Richest_Wealth_quintile,Rural_Residence,2,2,2,Sri Lanka
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,1,State of Palestine
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,State of Palestine
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,1,State of Palestine
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,1,State of Palestine
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Male,Richest_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,State of Palestine
Female,Richest_Wealth_quintile,Rural_Residence,1,1,1,State of Palestine
Male,Poorest_Wealth_quintile,Urban_Residence,41,20,6,Sudan
Male,Poorest_Wealth_quintile,Rural_Residence,41,20,27,Sudan
Female,Poorest_Wealth_quintile,Urban_Residence,41,21,6,Sudan
Female,Poorest_Wealth_quintile,Rural_Residence,41,21,27,Sudan
Male,Second_Wealth_quintile,Urban_Residence,33,20,6,Sudan
Male,Second_Wealth_quintile,Rural_Residence,33,20,27,Sudan
Female,Second_Wealth_quintile,Urban_Residence,33,21,6,Sudan
Female,Second_Wealth_quintile,Rural_Residence,33,21,27,Sudan
Male,Middle_Wealth_quintile,Urban_Residence,15,20,6,Sudan
Male,Middle_Wealth_quintile,Rural_Residence,15,20,27,Sudan
Female,Middle_Wealth_quintile,Urban_Residence,15,21,6,Sudan
Female,Middle_Wealth_quintile,Rural_Residence,15,21,27,Sudan
Male,Fourth_Wealth_quintile,Urban_Residence,5,20,6,Sudan
Male,Fourth_Wealth_quintile,Rural_Residence,5,20,27,Sudan
Female,Fourth_Wealth_quintile,Urban_Residence,5,21,6,Sudan
Female,Fourth_Wealth_quintile,Rural_Residence,5,21,27,Sudan
Male,Richest_Wealth_quintile,Urban_Residence,1,20,6,Sudan
Male,Richest_Wealth_quintile,Rural_Residence,1,20,27,Sudan
Female,Richest_Wealth_quintile,Urban_Residence,1,21,6,Sudan
Female,Richest_Wealth_quintile,Rural_Residence,1,21,27,Sudan
Male,Poorest_Wealth_quintile,Urban_Residence,5,3,2,Suriname
Male,Poorest_Wealth_quintile,Rural_Residence,5,3,3,Suriname
Female,Poorest_Wealth_quintile,Urban_Residence,5,2,2,Suriname
Female,Poorest_Wealth_quintile,Rural_Residence,5,2,3,Suriname
Male,Second_Wealth_quintile,Urban_Residence,2,3,2,Suriname
Male,Second_Wealth_quintile,Rural_Residence,2,3,3,Suriname
Female,Second_Wealth_quintile,Urban_Residence,2,2,2,Suriname
Female,Second_Wealth_quintile,Rural_Residence,2,2,3,Suriname
Male,Middle_Wealth_quintile,Urban_Residence,1,3,2,Suriname
Male,Middle_Wealth_quintile,Rural_Residence,1,3,3,Suriname
Female,Middle_Wealth_quintile,Urban_Residence,1,2,2,Suriname
Female,Middle_Wealth_quintile,Rural_Residence,1,2,3,Suriname
Male,Fourth_Wealth_quintile,Urban_Residence,1,3,2,Suriname
Male,Fourth_Wealth_quintile,Rural_Residence,1,3,3,Suriname
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,2,Suriname
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,3,Suriname
Male,Richest_Wealth_quintile,Urban_Residence,2,3,2,Suriname
Male,Richest_Wealth_quintile,Rural_Residence,2,3,3,Suriname
Female,Richest_Wealth_quintile,Urban_Residence,2,2,2,Suriname
Female,Richest_Wealth_quintile,Rural_Residence,2,2,3,Suriname
Male,Poorest_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Male,Poorest_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Female,Poorest_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Female,Poorest_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Male,Second_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Male,Second_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Female,Second_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Female,Second_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Male,Middle_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Male,Middle_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Female,Middle_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Female,Middle_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Male,Fourth_Wealth_quintile,Urban_Residence,1,2,2,Tajikistan
Male,Fourth_Wealth_quintile,Rural_Residence,1,2,2,Tajikistan
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,2,Tajikistan
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,2,Tajikistan
Male,Richest_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Male,Richest_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Female,Richest_Wealth_quintile,Urban_Residence,2,2,2,Tajikistan
Female,Richest_Wealth_quintile,Rural_Residence,2,2,2,Tajikistan
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Male,Fourth_Wealth_quintile,Urban_Residence,2,1,1,Thailand
Male,Fourth_Wealth_quintile,Rural_Residence,2,1,1,Thailand
Female,Fourth_Wealth_quintile,Urban_Residence,2,1,1,Thailand
Female,Fourth_Wealth_quintile,Rural_Residence,2,1,1,Thailand
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Male,Richest_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,Thailand
Female,Richest_Wealth_quintile,Rural_Residence,1,1,1,Thailand
Male,Poorest_Wealth_quintile,Urban_Residence,18,10,4,Timor-Leste
Male,Poorest_Wealth_quintile,Rural_Residence,18,10,11,Timor-Leste
Female,Poorest_Wealth_quintile,Urban_Residence,18,9,4,Timor-Leste
Female,Poorest_Wealth_quintile,Rural_Residence,18,9,11,Timor-Leste
Male,Second_Wealth_quintile,Urban_Residence,12,10,4,Timor-Leste
Male,Second_Wealth_quintile,Rural_Residence,12,10,11,Timor-Leste
Female,Second_Wealth_quintile,Urban_Residence,12,9,4,Timor-Leste
Female,Second_Wealth_quintile,Rural_Residence,12,9,11,Timor-Leste
Male,Middle_Wealth_quintile,Urban_Residence,7,10,4,Timor-Leste
Male,Middle_Wealth_quintile,Rural_Residence,7,10,11,Timor-Leste
Female,Middle_Wealth_quintile,Urban_Residence,7,9,4,Timor-Leste
Female,Middle_Wealth_quintile,Rural_Residence,7,9,11,Timor-Leste
Male,Fourth_Wealth_quintile,Urban_Residence,5,10,4,Timor-Leste
Male,Fourth_Wealth_quintile,Rural_Residence,5,10,11,Timor-Leste
Female,Fourth_Wealth_quintile,Urban_Residence,5,9,4,Timor-Leste
Female,Fourth_Wealth_quintile,Rural_Residence,5,9,11,Timor-Leste
Male,Richest_Wealth_quintile,Urban_Residence,3,10,4,Timor-Leste
Male,Richest_Wealth_quintile,Rural_Residence,3,10,11,Timor-Leste
Female,Richest_Wealth_quintile,Urban_Residence,3,9,4,Timor-Leste
Female,Richest_Wealth_quintile,Rural_Residence,3,9,11,Timor-Leste
Male,Poorest_Wealth_quintile,Urban_Residence,17,8,3,Togo
Male,Poorest_Wealth_quintile,Rural_Residence,17,8,11,Togo
Female,Poorest_Wealth_quintile,Urban_Residence,17,9,3,Togo
Female,Poorest_Wealth_quintile,Rural_Residence,17,9,11,Togo
Male,Second_Wealth_quintile,Urban_Residence,10,8,3,Togo
Male,Second_Wealth_quintile,Rural_Residence,10,8,11,Togo
Female,Second_Wealth_quintile,Urban_Residence,10,9,3,Togo
Female,Second_Wealth_quintile,Rural_Residence,10,9,11,Togo
Male,Middle_Wealth_quintile,Urban_Residence,4,8,3,Togo
Male,Middle_Wealth_quintile,Rural_Residence,4,8,11,Togo
Female,Middle_Wealth_quintile,Urban_Residence,4,9,3,Togo
Female,Middle_Wealth_quintile,Rural_Residence,4,9,11,Togo
Male,Fourth_Wealth_quintile,Urban_Residence,2,8,3,Togo
Male,Fourth_Wealth_quintile,Rural_Residence,2,8,11,Togo
Female,Fourth_Wealth_quintile,Urban_Residence,2,9,3,Togo
Female,Fourth_Wealth_quintile,Rural_Residence,2,9,11,Togo
Male,Richest_Wealth_quintile,Urban_Residence,3,8,3,Togo
Male,Richest_Wealth_quintile,Rural_Residence,3,8,11,Togo
Female,Richest_Wealth_quintile,Urban_Residence,3,9,3,Togo
Female,Richest_Wealth_quintile,Rural_Residence,3,9,11,Togo
Male,Poorest_Wealth_quintile,Urban_Residence,5,4,3,Tonga
Male,Poorest_Wealth_quintile,Rural_Residence,5,4,4,Tonga
Female,Poorest_Wealth_quintile,Urban_Residence,5,4,3,Tonga
Female,Poorest_Wealth_quintile,Rural_Residence,5,4,4,Tonga
Male,Second_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Male,Second_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Female,Second_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Female,Second_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Male,Middle_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Male,Middle_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Female,Middle_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Female,Middle_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Male,Fourth_Wealth_quintile,Urban_Residence,4,4,3,Tonga
Male,Fourth_Wealth_quintile,Rural_Residence,4,4,4,Tonga
Female,Fourth_Wealth_quintile,Urban_Residence,4,4,3,Tonga
Female,Fourth_Wealth_quintile,Rural_Residence,4,4,4,Tonga
Male,Richest_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Male,Richest_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Female,Richest_Wealth_quintile,Urban_Residence,3,4,3,Tonga
Female,Richest_Wealth_quintile,Rural_Residence,3,4,4,Tonga
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Trinidad and Tobago
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Trinidad and Tobago
Female,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Trinidad and Tobago
Female,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Trinidad and Tobago
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Female,Second_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Trinidad and Tobago
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Trinidad and Tobago
Male,Richest_Wealth_quintile,Urban_Residence,0,1,1,Trinidad and Tobago
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Trinidad and Tobago
Female,Richest_Wealth_quintile,Urban_Residence,0,1,1,Trinidad and Tobago
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,Trinidad and Tobago
Male,Poorest_Wealth_quintile,Urban_Residence,4,3,3,Tunisia
Male,Poorest_Wealth_quintile,Rural_Residence,4,3,3,Tunisia
Female,Poorest_Wealth_quintile,Urban_Residence,4,3,3,Tunisia
Female,Poorest_Wealth_quintile,Rural_Residence,4,3,3,Tunisia
Male,Second_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Male,Second_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Female,Second_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Female,Second_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Male,Middle_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Male,Middle_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Female,Middle_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Female,Middle_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Male,Fourth_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Male,Fourth_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Female,Fourth_Wealth_quintile,Urban_Residence,3,3,3,Tunisia
Female,Fourth_Wealth_quintile,Rural_Residence,3,3,3,Tunisia
Male,Richest_Wealth_quintile,Urban_Residence,2,3,3,Tunisia
Male,Richest_Wealth_quintile,Rural_Residence,2,3,3,Tunisia
Female,Richest_Wealth_quintile,Urban_Residence,2,3,3,Tunisia
Female,Richest_Wealth_quintile,Rural_Residence,2,3,3,Tunisia
Male,Poorest_Wealth_quintile,Urban_Residence,7,5,4,Turkey
Male,Poorest_Wealth_quintile,Rural_Residence,7,5,4,Turkey
Female,Poorest_Wealth_quintile,Urban_Residence,7,3,4,Turkey
Female,Poorest_Wealth_quintile,Rural_Residence,7,3,4,Turkey
Male,Second_Wealth_quintile,Urban_Residence,3,5,4,Turkey
Male,Second_Wealth_quintile,Rural_Residence,3,5,4,Turkey
Female,Second_Wealth_quintile,Urban_Residence,3,3,4,Turkey
Female,Second_Wealth_quintile,Rural_Residence,3,3,4,Turkey
Male,Middle_Wealth_quintile,Urban_Residence,3,5,4,Turkey
Male,Middle_Wealth_quintile,Rural_Residence,3,5,4,Turkey
Female,Middle_Wealth_quintile,Urban_Residence,3,3,4,Turkey
Female,Middle_Wealth_quintile,Rural_Residence,3,3,4,Turkey
Male,Fourth_Wealth_quintile,Urban_Residence,4,5,4,Turkey
Male,Fourth_Wealth_quintile,Rural_Residence,4,5,4,Turkey
Female,Fourth_Wealth_quintile,Urban_Residence,4,3,4,Turkey
Female,Fourth_Wealth_quintile,Rural_Residence,4,3,4,Turkey
Male,Richest_Wealth_quintile,Urban_Residence,2,5,4,Turkey
Male,Richest_Wealth_quintile,Rural_Residence,2,5,4,Turkey
Female,Richest_Wealth_quintile,Urban_Residence,2,3,4,Turkey
Female,Richest_Wealth_quintile,Rural_Residence,2,3,4,Turkey
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Turkmenistan
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Turkmenistan
Female,Poorest_Wealth_quintile,Urban_Residence,2,2,1,Turkmenistan
Female,Poorest_Wealth_quintile,Rural_Residence,2,2,1,Turkmenistan
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Turkmenistan
Male,Second_Wealth_quintile,Rural_Residence,1,1,1,Turkmenistan
Female,Second_Wealth_quintile,Urban_Residence,1,2,1,Turkmenistan
Female,Second_Wealth_quintile,Rural_Residence,1,2,1,Turkmenistan
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Turkmenistan
Male,Middle_Wealth_quintile,Rural_Residence,1,1,1,Turkmenistan
Female,Middle_Wealth_quintile,Urban_Residence,1,2,1,Turkmenistan
Female,Middle_Wealth_quintile,Rural_Residence,1,2,1,Turkmenistan
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Turkmenistan
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,1,Turkmenistan
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,1,Turkmenistan
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,1,Turkmenistan
Male,Richest_Wealth_quintile,Urban_Residence,0,1,1,Turkmenistan
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Turkmenistan
Female,Richest_Wealth_quintile,Urban_Residence,0,2,1,Turkmenistan
Female,Richest_Wealth_quintile,Rural_Residence,0,2,1,Turkmenistan
Male,Poorest_Wealth_quintile,Urban_Residence,20,9,6,Uganda
Male,Poorest_Wealth_quintile,Rural_Residence,20,9,9,Uganda
Female,Poorest_Wealth_quintile,Urban_Residence,20,8,6,Uganda
Female,Poorest_Wealth_quintile,Rural_Residence,20,8,9,Uganda
Male,Second_Wealth_quintile,Urban_Residence,8,9,6,Uganda
Male,Second_Wealth_quintile,Rural_Residence,8,9,9,Uganda
Female,Second_Wealth_quintile,Urban_Residence,8,8,6,Uganda
Female,Second_Wealth_quintile,Rural_Residence,8,8,9,Uganda
Male,Middle_Wealth_quintile,Urban_Residence,5,9,6,Uganda
Male,Middle_Wealth_quintile,Rural_Residence,5,9,9,Uganda
Female,Middle_Wealth_quintile,Urban_Residence,5,8,6,Uganda
Female,Middle_Wealth_quintile,Rural_Residence,5,8,9,Uganda
Male,Fourth_Wealth_quintile,Urban_Residence,4,9,6,Uganda
Male,Fourth_Wealth_quintile,Rural_Residence,4,9,9,Uganda
Female,Fourth_Wealth_quintile,Urban_Residence,4,8,6,Uganda
Female,Fourth_Wealth_quintile,Rural_Residence,4,8,9,Uganda
Male,Richest_Wealth_quintile,Urban_Residence,3,9,6,Uganda
Male,Richest_Wealth_quintile,Rural_Residence,3,9,9,Uganda
Female,Richest_Wealth_quintile,Urban_Residence,3,8,6,Uganda
Female,Richest_Wealth_quintile,Rural_Residence,3,8,9,Uganda
Male,Poorest_Wealth_quintile,Urban_Residence,2,2,1,Ukraine
Male,Poorest_Wealth_quintile,Rural_Residence,2,2,3,Ukraine
Female,Poorest_Wealth_quintile,Urban_Residence,2,2,1,Ukraine
Female,Poorest_Wealth_quintile,Rural_Residence,2,2,3,Ukraine
Male,Second_Wealth_quintile,Urban_Residence,3,2,1,Ukraine
Male,Second_Wealth_quintile,Rural_Residence,3,2,3,Ukraine
Female,Second_Wealth_quintile,Urban_Residence,3,2,1,Ukraine
Female,Second_Wealth_quintile,Rural_Residence,3,2,3,Ukraine
Male,Middle_Wealth_quintile,Urban_Residence,2,2,1,Ukraine
Male,Middle_Wealth_quintile,Rural_Residence,2,2,3,Ukraine
Female,Middle_Wealth_quintile,Urban_Residence,2,2,1,Ukraine
Female,Middle_Wealth_quintile,Rural_Residence,2,2,3,Ukraine
Male,Fourth_Wealth_quintile,Urban_Residence,1,2,1,Ukraine
Male,Fourth_Wealth_quintile,Rural_Residence,1,2,3,Ukraine
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,1,Ukraine
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,3,Ukraine
Male,Richest_Wealth_quintile,Urban_Residence,1,2,1,Ukraine
Male,Richest_Wealth_quintile,Rural_Residence,1,2,3,Ukraine
Female,Richest_Wealth_quintile,Urban_Residence,1,2,1,Ukraine
